target_date,initial_soc_kwh,objective_value,plan_energy_kwh,plan_cost_yuan,scenario_count,status,solve_seconds,highs_objective,highs_max_primal_infeasibility,highs_num_primal_infeasibilities,simplex_iterations,ipm_iterations,mip_gap,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_product_kwh2,min_variable_value_kwh,min_soc_kwh,max_soc_kwh,max_charge_kwh,max_discharge_kwh,purpose
2025-02-16,1200.0,49490.28484689963,79642.46153624976,49571.10180944511,30,Optimal,0.5749131999982637,49490.28484689961,4.729372449219227e-11,0,12551,0,,False,False,4.206412995699793e-11,4.729372449219227e-11,0.0,-1.6213708016791355e-12,1199.99999999998,10800.000000000047,833.3333333333334,833.3333333333334,formal_output
2025-02-17,1258.5672279249875,50207.53897369783,80772.7821380537,50364.03287581942,30,Optimal,0.7563435999982175,50207.53897369782,3.735411979732816e-12,0,13146,0,,False,False,2.808064891723916e-11,4.092726157978177e-11,0.0,-3.735411979732816e-12,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-02-18,1386.262040646897,48389.37725941645,78194.2647597503,48528.74863159085,30,Optimal,0.9102886999971815,48389.37725941646,8.29913915367797e-12,0,13922,0,,False,False,2.5909230316756293e-10,3.773390488959194e-10,0.0,-8.29913915367797e-12,1200.0,10800.000000000002,833.3333333333334,833.3333333333334,formal_output
2025-02-19,1728.0256544505658,47876.35588102469,77371.74370305883,48021.38666724097,30,Optimal,1.0018692999983614,47876.35588102471,7.275957614183421e-12,0,12885,0,,False,False,1.2732925824820995e-11,7.912603905424476e-11,0.0,-7.275957614183421e-12,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-02-20,1200.0,48333.03387581686,78008.29299027365,48496.95927493018,30,Optimal,0.96252000000095,48333.03387581685,1.8189894035458565e-12,0,13293,0,,False,False,3.296918293926865e-12,7.073452934491797e-12,0.0,0.0,1200.0,10800.000000000002,833.3333333333334,833.3333333333334,formal_output
2025-02-21,1893.3741969833422,17296.610301144585,33915.5945079082,17651.024007438595,30,Optimal,0.4346848000022874,17296.610301144574,9.947598300641403e-12,0,11103,0,,False,False,1.4438228390645236e-11,1.332978172285948e-11,0.0,-9.947598300641403e-12,1200.0,10800.0,833.3333333333334,583.6529856579972,formal_output
2025-02-22,1727.9309887030283,17150.30479054157,33962.13944342985,17510.946202021005,30,Optimal,0.4468722000019625,17150.304790541566,0.0,0,11161,0,,False,False,4.843236922624783e-12,1.1937117960769683e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,577.1228632472946,formal_output
2025-02-23,1316.4443664725834,48188.49477542317,77634.22874983485,48301.00737361354,30,Optimal,0.7391071999991254,48188.49477542317,0.0,0,12574,0,,False,False,2.3874235921539366e-12,2.5011104298755527e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-02-24,1563.1065018886434,47652.49720671563,76884.27412925,47743.83758135723,30,Optimal,0.779811399999744,47652.49720671564,0.0,0,12921,0,,False,False,1.5388801344329295e-11,1.3940848475613166e-11,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-02-25,1419.360362276705,46340.20284203293,75026.78297576922,46463.583136184854,30,Optimal,0.8908349000012095,46340.202842032915,0.0,0,12630,0,,False,False,1.716671249596402e-11,1.564409712884185e-11,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
