date,dp_emergency_cost_yuan,ana_emergency_cost_yuan,dp_emergency_energy_kwh,ana_emergency_energy_kwh,dp_max_balance_residual_kwh,ana_max_balance_residual_kwh,dp_max_soc_residual_kwh,ana_max_soc_residual_kwh,dp_total_cost_yuan,ana_total_cost_yuan
2025-08-14,1029.9797701741861,1029.9797701741113,157.97033973808138,157.97033973808138,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,46339.41859850166,46339.41859850159
2025-08-15,751.7293148440049,1121.9287409578667,270.992213382052,270.992213382052,9.094947017729282e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,24373.16020304053,24743.359629154394
2025-08-16,941.6315070542094,969.8821634197521,139.0312734259967,139.03127342599657,9.2192919964873e-13,0.0,1.1368683772161603e-13,8.881784197001252e-13,24317.607590553158,24345.858246918702
2025-08-17,38.806603987416956,38.80660398735091,5.753388285745018,5.753388285745132,9.983125437429408e-13,0.0,2.842170943040401e-14,8.979483823168266e-13,44293.16162222829,44293.161622228225
2025-08-18,2091.3183287897295,1460.512957487523,463.02532005391794,220.69282056232493,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,46832.77907096253,46201.97369966033
2025-08-19,589.8009924346774,1692.6089201077093,87.38471118859661,280.45929824852675,1.0089706847793423e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,44409.876339380135,45512.68426705317
2025-08-20,7342.998367733528,7889.77778150639,1457.9672235429352,1324.3659154021807,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,58094.99394708919,58641.773360862055
2025-08-21,6.411454844812426e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,46050.82157688492,46050.82157688485
2025-08-22,998.0768107070447,936.4651375897959,220.19562603042647,172.15278937753106,7.958078640513122e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,25430.98661930308,25369.37494618583
2025-08-23,5.269184466527577e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,23846.493817501247,23846.493817501196
