date,t,g0_kwh,geff_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_soc_kwh,ana_charge_kwh,ana_discharge_kwh,ana_emergency_kwh,ana_unused_kwh,ana_soc_kwh
2025-02-01,18,553.6834345573463,553.6834345573463,76.74176789067941,0.0,0.0,2.7000623958883807e-13,10145.01229307176,76.74176789067968,0.0,0.0,0.0,10145.01229307176
2025-02-01,19,559.8412485961785,559.8412485961785,38.87522992026586,0.0,0.0,37.56646867591267,10180.0,76.44169859617853,0.0,0.0,0.0,10213.809821808321
2025-02-01,20,552.2392057895971,552.2392057895971,0.0,0.0,0.0,65.6372891229305,10180.0,65.6372891229305,0.0,0.0,0.0,10272.88338201896
2025-02-01,21,529.8195305410618,529.8195305410618,0.0,0.0,0.0,30.971197207728437,10180.0,30.971197207728437,0.0,0.0,0.0,10300.757459505914
2025-02-01,22,503.5374439337841,503.5374439337841,0.0,14.77228939954839,7.620570841027074e-13,0.0,10163.586345111613,0.0,14.772289399549152,0.0,0.0,10284.343804617527
2025-02-01,23,509.6342900862255,509.6342900862255,0.0,0.0,0.0,0.5008234195588557,10163.586345111613,0.5008234195588557,0.0,0.0,0.0,10284.79454569513
2025-02-01,24,545.7528850453335,545.7528850453335,0.0,0.0,0.0,62.13621837866691,10163.586345111613,62.13621837866691,0.0,0.0,0.0,10340.71714223593
2025-02-01,25,584.360950997814,584.360950997814,0.0,0.0,0.0,93.17415099781402,10163.586345111613,93.17415099781402,0.0,0.0,0.0,10424.573878133962
2025-02-01,26,581.3551570733896,581.3551570733896,18.23739432043011,0.0,0.0,58.47247941962614,10180.0,76.70987374005625,0.0,0.0,0.0,10493.612764500012
2025-02-01,27,539.2168875063761,539.2168875063761,0.0,0.0,0.0,33.63855417304285,10180.0,33.63855417304285,0.0,0.0,0.0,10523.88746325575
2025-02-01,28,542.2285788735916,542.2285788735916,0.0,0.0,0.0,38.99761220692494,10180.0,38.99761220692494,0.0,0.0,0.0,10558.985314241983
2025-02-01,29,517.3363988438217,517.3363988438217,0.0,0.0,0.0,14.48964884382167,10180.0,14.48964884382167,0.0,0.0,0.0,10572.025998201423
2025-02-01,30,515.1105083248729,515.1105083248729,0.0,0.0,0.0,15.468841658206202,10180.0,15.468841658206202,0.0,0.0,0.0,10585.94795569381
2025-02-01,31,543.7783360264716,543.7783360264716,0.0,0.0,0.0,54.99475269313825,10180.0,54.99475269313825,0.0,0.0,0.0,10635.443233117634
2025-02-01,32,569.7955536900308,569.7955536900308,0.0,0.0,0.0,71.28012035669747,10180.0,71.28012035669747,0.0,0.0,0.0,10699.595341438662
2025-02-01,33,617.3678652483454,617.3678652483454,0.0,0.0,0.0,88.14453191501207,10180.0,88.14453191501207,0.0,0.0,0.0,10778.925420162173
2025-02-01,34,1359.5255198651857,1359.5255198651857,688.8888888888889,0.0,0.0,123.2263143096302,10800.0,23.41619981980734,0.0,0.0,788.6990033787117,10800.0
2025-02-01,35,519.6888482264013,519.6888482264013,0.0,11.492318440264716,5.915268275202834e-13,0.0,10787.230757288595,0.0,11.492318440265308,0.0,0.0,10787.230757288595
