date,shared_plan_energy_kwh,shared_plan_cost_yuan,analytical_emergency_energy_kwh,analytical_emergency_cost_yuan,analytical_total_cost_yuan,dp_emergency_energy_kwh,dp_emergency_cost_yuan,dp_total_cost_yuan,dp_saving_yuan,dp_saving_rate_percent
2025-05-04,59370.728554254776,36777.02834270071,0.0,0.0,36777.02834270071,0.0,0.0,36777.02834270071,0.0,0.0
2025-05-05,59861.346883575345,37271.54373136905,0.0,0.0,37271.54373136905,0.0,0.0,37271.54373136905,0.0,0.0
2025-05-06,59470.96900772139,37137.86270294625,0.0,0.0,37137.86270294625,0.0,0.0,37137.86270294625,0.0,0.0
2025-05-07,58154.24946897279,36495.924708812745,0.0,0.0,36495.924708812745,0.0,0.0,36495.924708812745,0.0,0.0
2025-05-08,60033.149112082436,37860.93177014399,0.0,0.0,37860.93177014399,0.0,0.0,37860.93177014399,0.0,0.0
2025-05-09,28559.64307206017,14866.809938974571,43.64962288143704,169.19415513874137,15036.004094113312,43.64962288143704,169.19415513874137,15036.004094113312,0.0,0.0
2025-05-10,29053.69948986089,15377.181615551868,0.0,0.0,15377.181615551868,0.0,0.0,15377.181615551868,0.0,0.0
2025-05-11,62608.18569067334,39081.96398037973,9.283054642208072,62.58171287044571,39144.54569325018,9.283054642207958,62.58171287044495,39144.54569325018,0.0,0.0
2025-05-12,61084.406112612356,38295.36166599426,0.0,0.0,38295.36166599426,0.0,0.0,38295.36166599426,0.0,0.0
2025-05-13,58156.435398170186,36530.5972916383,0.0,0.0,36530.5972916383,0.0,0.0,36530.5972916383,0.0,0.0
2025-05-14,57599.41545116913,36165.94126389912,0.0,0.0,36165.94126389912,0.0,0.0,36165.94126389912,0.0,0.0
2025-05-15,57600.523803525124,36034.2802050938,0.0,0.0,36034.2802050938,0.0,0.0,36034.2802050938,0.0,0.0
2025-05-16,28715.510307403896,15143.916784848838,0.0,0.0,15143.916784848838,0.0,0.0,15143.916784848838,0.0,0.0
2025-05-17,28111.988528907073,14704.51246738284,107.72189758387668,715.8627052873816,15420.375172670221,107.72189758387663,714.16237333757,15418.67484072041,1.7003319498107885,0.011026527764540477
2025-05-18,57976.32235017059,36408.7514370336,0.0,0.0,36408.7514370336,0.0,0.0,36408.7514370336,0.0,0.0
2025-05-19,57913.95429076694,35898.49284560048,0.0,0.0,35898.49284560048,0.0,0.0,35898.49284560048,0.0,0.0
2025-05-20,55268.198339905284,34513.64971143459,1334.371344978122,9148.676904250558,43662.326615685146,1334.3713449781217,7216.878949527218,41730.528660961805,1931.7979547233408,4.4244045255008615
2025-05-21,58645.989775304144,36344.340415857165,0.0,0.0,36344.340415857165,0.0,0.0,36344.340415857165,0.0,0.0
2025-05-22,57357.30304939658,35925.544277790716,0.0,0.0,35925.544277790716,0.0,0.0,35925.544277790716,0.0,0.0
2025-05-23,27856.931320028663,14735.11799254949,23.94364223261742,99.77315718331678,14834.891149732808,23.94364223261742,99.77315718331678,14834.891149732808,0.0,0.0
2025-05-24,27483.486749338248,14479.650005930616,0.0,0.0,14479.650005930616,0.0,0.0,14479.650005930616,0.0,0.0
2025-05-25,55260.78265257963,34754.93205459227,0.0,0.0,34754.93205459227,0.0,0.0,34754.93205459227,0.0,0.0
2025-05-26,54592.94068454066,34356.97857851383,2148.452926261163,14672.629442741694,49029.608021255524,2148.4529262611622,14154.34300866642,48511.32158718025,518.2864340752712,1.0570886755826836
2025-05-27,58355.59540547339,36003.94101631343,0.0,0.0,36003.94101631343,0.0,0.0,36003.94101631343,0.0,0.0
2025-05-28,55919.748016601174,34784.81390615717,0.0,0.0,34784.81390615717,0.0,0.0,34784.81390615717,0.0,0.0
2025-05-29,56428.08913204574,34879.32775322623,733.9670481626188,5082.071247583775,39961.39900081001,733.9670481626183,4055.624176557919,38934.95192978415,1026.447071025861,2.5685964372895334
2025-05-30,28853.08405590807,14957.078527140093,0.0,0.0,14957.078527140093,0.0,0.0,14957.078527140093,0.0,0.0
2025-05-31,28278.765086949563,14751.343583097452,0.0,0.0,14751.343583097452,0.0,0.0,14751.343583097452,0.0,0.0
2025-06-01,58829.99727082624,36399.713647564815,12817.011006187075,78373.34209625373,114773.05574381855,12817.011006187075,72546.431576323,108946.14522388781,5826.910519930738,5.0768976064702915
